Student_ID,Course_Year,Attendance_Percentage,Assignment_Submission_Rate,Quiz_Average_Score,Midterm_Score,Previous_GPA,Late_Submission_Count,Missing_Assignment_Count,Study_Plan_Adherence,Academic_Risk_Level
STU-C0FA8B24,4,55.44,85.11,41.0,56.72,1.42,7.0,5.0,61.9,High Risk
STU-7894C127,1,86.18,37.4,36.16,41.19,3.0,0.0,6.0,80.48,Medium Risk
STU-BA86DA4E,4,64.32,20.92,19.81,68.16,3.42,7.0,5.0,25.3,High Risk
STU-EAADE5CF,4,42.6,53.17,26.22,24.6,1.71,0.0,2.0,45.11,High Risk
STU-B98B0007,3,59.8,25.13,92.19,68.8,3.94,9.0,0.0,26.56,Medium Risk
STU-54C4E287,1,50.18,43.21,78.52,99.27,1.42,9.0,4.0,86.38,Medium Risk
STU-E9AD5631,1,41.53,71.5,95.03,34.4,1.95,3.0,1.0,80.62,Medium Risk
STU-9AC1F659,1,42.17,43.58,51.02,51.53,2.47,5.0,4.0,41.92,High Risk
STU-7E5C7ED6,1,85.7,39.66,66.11,12.67,3.43,0.0,0.0,17.49,Low Risk
STU-566A76F2,2,92.29,32.44,56.11,49.06,2.13,8.0,7.0,49.81,High Risk
STU-7923EF5E,4,95.26,30.81,89.92,46.54,1.54,6.0,1.0,16.48,Medium Risk
STU-14EA94CB,2,90.51,62.07,99.27,60.82,2.39,0.0,4.0,39.83,Low Risk
STU-9B0D4119,3,88.96,74.52,94.29,33.11,2.43,9.0,7.0,32.87,High Risk
STU-FA652236,3,39.47,56.22,65.83,39.58,1.05,1.0,6.0,34.84,High Risk
STU-139A3533,4,86.36,29.89,20.25,64.89,1.06,4.0,1.0,73.62,Medium Risk
STU-3917DDFD,1,85.91,71.82,67.49,91.76,1.83,2.0,5.0,75.24,Medium Risk
STU-AC51E44C,2,43.53,64.57,23.25,31.17,3.22,0.0,7.0,75.04,Medium Risk
STU-2DD18A0A,3,78.03,50.5,26.8,70.97,2.1,4.0,3.0,84.71,Medium Risk
STU-E5372200,4,64.41,46.4,31.26,57.15,1.63,7.0,3.0,82.44,High Risk
STU-BE6D962B,4,93.5,34.65,45.9,19.41,1.34,0.0,7.0,68.31,Medium Risk
STU-599A2285,3,80.2,31.7,65.3,60.89,1.84,5.0,6.0,34.29,High Risk
STU-18FBDA9F,1,96.81,47.1,43.35,73.79,2.44,0.0,2.0,45.06,Low Risk
STU-39F1B4C0,2,41.82,23.33,53.44,63.84,1.28,7.0,0.0,50.0,Medium Risk
STU-FA6F39AC,1,37.64,54.93,19.02,19.4,1.04,4.0,1.0,75.09,Medium Risk
STU-1B7654A1,3,98.28,68.13,67.68,86.91,1.38,2.0,4.0,60.59,Medium Risk
STU-350F57D8,3,40.21,95.33,70.85,13.69,3.21,7.0,1.0,78.1,Medium Risk
STU-3F340446,3,60.1,70.07,23.45,31.24,2.4,9.0,1.0,28.5,High Risk
STU-78C42B4A,4,77.25,69.93,81.73,65.41,2.34,7.0,5.0,34.75,Medium Risk
STU-D7FEE2C1,3,92.2,49.95,70.03,29.62,1.06,2.0,4.0,19.86,High Risk
STU-9E24B70F,2,51.55,30.67,56.63,19.16,3.13,6.0,5.0,64.74,High Risk
STU-ADE69FE8,1,36.89,55.76,61.99,56.07,1.61,0.0,4.0,97.04,Medium Risk
STU-533074AC,4,68.88,67.89,57.76,75.02,1.27,2.0,5.0,61.19,Medium Risk
STU-48E93A9B,1,65.62,77.92,19.57,46.97,3.53,6.0,3.0,33.74,Medium Risk
STU-B3A2BC23,1,54.95,86.09,77.49,72.86,2.46,2.0,2.0,67.39,Low Risk
STU-7343C460,1,91.8,40.47,58.5,87.46,3.25,6.0,7.0,72.8,Medium Risk
STU-A8572C1B,2,83.71,39.3,29.69,96.29,3.47,2.0,4.0,64.12,Low Risk
STU-1AC74B94,1,90.78,65.22,72.86,30.99,3.89,2.0,1.0,46.63,Low Risk
STU-7182B0A4,4,45.52,65.28,74.08,64.48,2.87,1.0,6.0,85.53,Medium Risk
STU-E7E4151B,4,80.01,37.44,33.15,34.02,1.2,4.0,3.0,56.78,High Risk
STU-DFD2E647,4,98.38,67.0,82.7,88.38,2.67,0.0,0.0,99.07,Low Risk
STU-ECC1B213,1,74.77,47.67,53.8,90.13,2.53,3.0,7.0,35.69,High Risk
STU-3418B740,4,46.14,71.15,30.35,38.99,1.17,3.0,3.0,33.98,Medium Risk
STU-AA3B9084,4,99.73,43.28,70.9,68.08,1.92,9.0,6.0,21.39,High Risk
STU-25220630,4,69.34,67.38,65.72,89.89,2.24,2.0,3.0,48.91,Medium Risk
STU-1516F88A,3,89.6,81.46,29.48,55.75,1.48,4.0,3.0,36.12,High Risk
STU-F82B101A,3,44.71,98.41,89.15,74.84,1.03,3.0,5.0,85.82,Medium Risk
STU-2DD85830,1,78.3,92.89,87.64,82.08,3.27,7.0,1.0,59.2,Low Risk
STU-4B794C18,4,94.32,60.28,86.08,88.47,3.55,7.0,4.0,20.11,Low Risk
STU-2E92D105,1,69.58,59.07,48.93,56.37,1.69,9.0,2.0,45.38,Medium Risk
STU-C0F833EA,2,53.76,55.02,85.09,94.76,1.01,0.0,6.0,74.13,Medium Risk
STU-7042E609,4,43.28,22.22,86.81,66.61,3.67,7.0,5.0,56.3,Medium Risk
STU-D6C14E22,2,54.24,33.28,99.71,23.66,1.4,8.0,6.0,44.9,High Risk
STU-5DCD509B,1,58.07,24.74,96.4,65.12,2.21,3.0,6.0,28.19,High Risk
STU-E1C7DA35,4,81.15,75.71,47.54,36.86,2.1,7.0,0.0,71.57,Low Risk
STU-32926F6C,4,46.61,53.06,31.85,43.49,1.49,8.0,2.0,30.11,High Risk
STU-431EC756,1,41.9,25.1,39.86,82.8,2.8,1.0,5.0,88.97,Medium Risk
STU-25858696,4,60.15,75.25,57.06,97.6,3.76,8.0,1.0,99.09,Low Risk
STU-328D01DF,2,64.81,71.55,83.46,88.29,2.54,5.0,2.0,61.98,Low Risk
STU-1AF1A1F9,2,75.85,77.6,76.45,39.32,3.92,8.0,5.0,24.96,Medium Risk
STU-8C2F00BD,1,80.99,67.99,81.96,50.83,1.57,7.0,7.0,73.27,High Risk
STU-4DF6431F,1,92.8,32.92,47.29,98.51,3.55,3.0,6.0,26.3,Medium Risk
STU-C10141E0,1,53.78,24.91,35.99,93.12,1.77,6.0,2.0,91.66,Medium Risk
STU-E1A4CEF5,1,69.36,85.37,17.05,97.93,1.75,2.0,0.0,64.81,Low Risk
STU-85746B04,4,58.79,37.26,68.23,48.96,1.35,0.0,7.0,83.03,High Risk
STU-0C6180ED,3,35.09,63.4,82.58,82.05,3.59,3.0,3.0,68.12,Low Risk
STU-72728A31,4,72.66,58.82,90.58,88.41,3.18,3.0,4.0,59.71,Low Risk
STU-28B23543,3,88.03,93.68,55.48,13.98,2.02,4.0,6.0,59.64,High Risk
STU-3CD6C2EF,1,37.37,64.2,93.85,33.95,2.05,3.0,4.0,77.85,Medium Risk
STU-1DE97B3E,4,35.23,66.4,32.21,89.51,3.53,8.0,5.0,91.72,Medium Risk
STU-36435A3B,4,82.31,45.56,58.72,44.99,3.78,4.0,2.0,33.61,Low Risk
STU-D3DA508B,2,79.45,96.7,33.17,35.08,2.81,4.0,0.0,24.68,Low Risk
STU-69E1DA65,1,61.38,68.99,30.99,34.54,2.22,7.0,4.0,19.79,High Risk
STU-B84DD1D4,3,78.0,20.4,96.04,43.79,1.16,6.0,7.0,88.67,High Risk
STU-009B177A,3,96.97,64.49,84.51,31.96,1.38,1.0,4.0,25.4,Medium Risk
STU-918B1CED,4,51.11,49.11,16.0,10.3,1.43,0.0,7.0,68.44,High Risk
STU-AFB1A484,1,50.99,22.57,37.82,25.53,1.83,0.0,4.0,41.63,High Risk
STU-E619DB2F,1,47.11,54.52,32.44,89.43,1.77,0.0,7.0,62.88,Medium Risk
STU-AA26E3CE,3,82.06,81.89,27.51,16.81,2.63,9.0,2.0,22.22,High Risk
STU-D5BB4EB1,3,57.96,60.3,74.28,47.17,3.83,5.0,7.0,64.33,Medium Risk
STU-4E89759B,1,99.27,71.16,63.18,51.08,3.58,4.0,1.0,89.63,Low Risk
STU-6CAA3C17,2,81.45,71.18,53.58,80.03,2.53,8.0,2.0,37.6,Medium Risk
STU-3B90141D,3,58.88,73.68,31.11,32.73,1.05,5.0,2.0,42.35,Medium Risk
STU-37D7DEEE,3,44.7,51.01,38.6,37.87,1.21,9.0,7.0,33.54,High Risk
STU-19FAF91B,2,73.48,49.6,45.27,11.28,3.58,9.0,1.0,26.04,Medium Risk
STU-A85CEBF9,2,54.17,20.37,81.77,91.25,1.85,4.0,5.0,21.15,Medium Risk
STU-4CCD0649,4,93.86,32.34,99.08,71.7,1.95,6.0,7.0,71.97,Medium Risk
STU-238E9BBA,4,63.69,96.06,30.64,33.66,1.42,4.0,6.0,44.45,High Risk
STU-CC7C9292,1,54.02,87.39,44.03,89.88,1.67,0.0,4.0,53.94,Low Risk
STU-620DFAD0,1,73.26,42.01,38.82,17.79,1.74,8.0,6.0,42.35,High Risk
STU-029A763F,4,43.9,52.1,18.75,43.16,2.24,3.0,2.0,78.27,Medium Risk
STU-7E5B9614,2,71.5,95.19,33.63,60.72,2.87,4.0,6.0,73.03,Medium Risk
STU-68AF3305,3,38.65,40.04,91.64,55.5,2.06,3.0,3.0,71.59,Medium Risk
STU-D3C7908F,3,74.45,62.6,86.64,68.94,2.35,5.0,4.0,80.1,Medium Risk
STU-3D7B4FAB,2,69.46,21.77,29.25,36.78,1.55,8.0,5.0,64.55,High Risk
STU-11CB7917,3,68.85,69.58,46.12,78.21,1.17,0.0,4.0,23.27,Medium Risk
STU-4C654492,3,79.47,94.41,41.42,46.49,2.04,3.0,4.0,50.94,Medium Risk
STU-F47E70B9,3,37.89,90.78,27.56,21.28,1.19,9.0,2.0,41.93,High Risk
STU-60FE0198,1,64.88,60.16,67.89,76.64,1.9,2.0,0.0,44.11,Low Risk
STU-C806F31B,4,63.86,71.97,62.37,92.07,3.51,2.0,0.0,31.66,Low Risk
STU-36369A23,2,64.89,65.58,51.29,42.8,2.1,7.0,1.0,28.69,Medium Risk
STU-AA6F46EF,3,98.69,25.36,87.72,63.07,1.58,7.0,0.0,54.64,Medium Risk
STU-42E748E9,4,44.05,32.7,67.68,71.9,3.71,6.0,4.0,97.56,Low Risk
STU-6460C991,2,79.88,97.11,37.04,84.84,2.92,9.0,6.0,16.89,Medium Risk
STU-7CD48145,3,61.13,40.48,46.76,27.82,3.96,4.0,6.0,39.01,Medium Risk
STU-FD60BE9A,4,68.26,50.76,27.76,61.3,1.9,1.0,3.0,97.08,Low Risk
STU-B4F298AF,2,84.56,60.72,65.27,76.63,1.6,4.0,3.0,45.31,Medium Risk
STU-D0F2A932,2,45.23,98.33,64.86,27.92,1.89,3.0,7.0,70.64,High Risk
STU-F31FCC3B,4,84.63,75.2,88.97,52.52,3.44,7.0,4.0,37.74,Low Risk
STU-941F9959,1,39.57,70.37,87.74,51.79,1.45,5.0,7.0,61.08,High Risk
STU-B2E2F48F,1,66.42,61.95,86.14,85.54,1.72,0.0,5.0,29.75,Medium Risk
STU-4953C3AE,4,83.23,76.05,61.66,79.96,3.1,4.0,2.0,60.79,Low Risk
STU-C55D3784,4,47.52,73.12,70.42,30.87,3.21,7.0,6.0,55.74,High Risk
STU-F615B30A,4,85.11,92.23,80.92,30.97,3.88,0.0,7.0,85.96,Low Risk
STU-FA1A3C29,1,45.84,63.35,22.79,75.1,3.94,0.0,2.0,83.34,Low Risk
STU-D517609D,1,86.95,53.72,40.55,76.57,2.99,2.0,7.0,30.5,Medium Risk
STU-5F0CEAFB,1,65.48,84.57,29.37,26.1,2.09,0.0,4.0,94.92,Medium Risk
STU-142F0C64,3,79.5,83.98,58.47,47.01,2.36,5.0,4.0,48.1,Medium Risk
STU-92C40028,3,94.63,33.59,86.2,84.32,2.32,4.0,6.0,19.3,Medium Risk
STU-D1AF259C,2,61.55,38.94,34.61,17.15,2.16,4.0,1.0,21.51,High Risk
STU-3F6C4F40,1,50.14,96.69,77.13,43.65,2.01,2.0,2.0,50.59,Medium Risk
STU-45998711,3,91.37,55.53,49.5,68.01,1.5,1.0,0.0,90.43,Low Risk
STU-824E4800,3,45.51,61.57,91.76,79.4,2.1,0.0,5.0,28.29,Medium Risk
STU-8C7E0102,1,76.05,44.81,68.28,68.74,3.91,1.0,6.0,55.86,Low Risk
STU-A108FA37,4,95.01,58.49,98.01,45.78,3.65,9.0,6.0,60.8,High Risk
STU-632073E0,1,78.84,79.47,35.88,99.28,2.85,8.0,5.0,90.75,Medium Risk
STU-DFE3C7E3,3,47.72,58.59,93.54,13.74,1.58,9.0,0.0,16.05,High Risk
STU-484643A3,4,44.9,45.18,45.35,54.53,3.64,4.0,2.0,90.67,Low Risk
STU-07847A0E,3,51.4,27.68,67.87,55.9,1.94,7.0,6.0,37.96,High Risk
STU-D138FAA9,1,60.44,94.26,29.83,31.58,2.64,2.0,3.0,89.08,Medium Risk
STU-93920EB6,2,45.35,89.73,79.58,60.28,3.74,4.0,4.0,51.04,Medium Risk
STU-02079FD7,4,86.86,83.31,98.15,29.81,2.0,6.0,5.0,42.83,Medium Risk
STU-13185F3D,2,58.21,75.53,81.93,49.91,3.74,1.0,1.0,99.15,Low Risk
STU-23A0A966,3,95.85,61.24,67.34,48.85,1.71,2.0,7.0,81.51,Medium Risk
STU-3EE8E4B5,4,89.76,91.79,53.1,79.58,3.79,2.0,1.0,56.24,Low Risk
STU-D71A3CE6,4,94.07,83.34,44.35,94.83,2.08,8.0,5.0,46.76,Medium Risk
STU-9E7E61B1,2,54.14,85.28,50.62,28.26,2.12,0.0,6.0,42.15,Medium Risk
STU-309E9A2B,4,72.29,44.76,42.9,99.24,2.66,8.0,1.0,73.79,Medium Risk
STU-40E0B72E,4,55.89,53.88,85.78,94.63,2.04,0.0,7.0,50.42,Medium Risk
STU-8FD75D73,2,51.7,76.54,90.91,20.14,2.35,9.0,0.0,70.24,Medium Risk
STU-45305C59,1,74.46,49.68,95.72,92.11,2.5,6.0,6.0,50.32,Medium Risk
STU-A91F5AFA,1,88.17,59.52,50.56,60.81,2.47,3.0,5.0,46.58,Medium Risk
STU-F75E663B,1,41.08,71.72,61.43,89.11,3.88,9.0,3.0,43.2,Medium Risk
STU-A8E5F066,4,52.92,55.02,64.04,95.11,1.85,7.0,3.0,93.11,Medium Risk
STU-F041E905,3,48.33,83.44,70.34,87.3,1.85,0.0,5.0,80.14,Low Risk
STU-269D0B69,4,86.89,29.3,15.21,46.26,3.51,0.0,1.0,70.68,Low Risk
STU-B3D4AF87,3,95.67,77.44,86.63,67.31,2.18,5.0,4.0,71.56,Medium Risk
STU-45D6CB54,3,40.2,31.62,37.79,51.83,1.22,4.0,7.0,30.49,High Risk
STU-0FFB27DC,3,59.65,95.03,55.13,42.98,2.44,4.0,4.0,94.52,Medium Risk
STU-D1EDC3CF,1,94.44,45.12,86.53,32.56,2.65,1.0,5.0,23.98,Medium Risk
STU-EA6DA4B4,4,57.4,83.63,99.73,49.74,2.85,1.0,4.0,34.04,Low Risk
STU-7A6F4A7A,2,81.32,61.71,82.57,82.54,1.71,3.0,1.0,17.06,Low Risk
STU-863D5417,3,41.54,27.29,17.11,85.96,3.92,1.0,4.0,46.37,Medium Risk
STU-85315EAF,1,63.89,66.61,46.34,96.22,3.21,3.0,2.0,41.13,Low Risk
STU-3DF420A9,4,67.71,92.97,36.01,36.16,3.16,4.0,1.0,86.58,Low Risk
STU-08D16393,4,84.25,32.58,96.95,68.54,3.62,3.0,3.0,71.68,Low Risk
STU-309618C8,2,53.77,45.7,37.46,72.44,1.08,5.0,7.0,82.4,High Risk
STU-6112577A,3,52.17,55.13,95.18,27.22,2.84,2.0,0.0,27.64,Low Risk
STU-2B897B69,3,54.69,42.0,94.69,43.02,3.45,1.0,5.0,63.53,Medium Risk
STU-4B15614C,1,71.12,95.5,86.35,40.8,1.1,0.0,2.0,56.63,Low Risk
STU-437FC0FC,1,91.94,50.2,23.34,98.73,3.27,4.0,6.0,51.25,Medium Risk
STU-DCE68B8B,3,89.01,72.64,15.17,96.25,3.97,3.0,0.0,99.43,Low Risk
STU-B6F948F3,1,38.77,37.91,82.48,83.96,2.78,8.0,2.0,52.96,Medium Risk
STU-9C4B72AC,2,92.13,37.58,86.68,52.56,2.27,9.0,1.0,24.09,Medium Risk
STU-FF2E08EE,2,41.18,34.07,96.79,33.77,2.36,0.0,3.0,17.82,Medium Risk
STU-D583BA65,2,62.0,54.78,33.56,92.44,3.04,8.0,2.0,82.83,Medium Risk
STU-BF65C189,1,84.75,62.63,77.32,34.12,2.71,7.0,1.0,15.82,Medium Risk
STU-611C73F6,2,40.3,20.86,59.12,56.97,3.36,9.0,3.0,93.03,High Risk
STU-7EAD751D,2,37.63,86.63,42.92,32.06,2.26,3.0,0.0,32.72,Low Risk
STU-BDE7053A,2,56.45,61.02,66.53,97.41,2.25,1.0,6.0,89.93,Low Risk
STU-561B99C0,3,82.45,32.58,61.6,13.76,3.24,2.0,2.0,82.51,Low Risk
STU-18B3E222,4,68.91,25.38,39.85,25.69,2.94,9.0,1.0,32.87,Medium Risk
STU-DE092614,1,62.11,25.06,37.82,78.85,3.33,8.0,2.0,86.09,Medium Risk
STU-93D94A1C,4,87.85,40.61,56.36,23.63,3.66,9.0,4.0,42.3,Medium Risk
STU-C2DFAB95,2,84.84,59.94,55.29,98.14,1.79,1.0,2.0,32.72,Low Risk
STU-9FE7FFFC,3,86.09,88.82,40.67,38.92,1.95,7.0,5.0,33.23,High Risk
STU-B50D4405,2,64.88,92.24,37.42,92.68,2.58,9.0,3.0,89.27,Medium Risk
STU-4218EC1B,3,36.26,86.59,96.12,69.61,3.79,0.0,6.0,16.24,Low Risk
STU-5AC381E4,3,46.19,46.29,88.3,67.07,3.5,3.0,5.0,77.88,Medium Risk
STU-1D8AFA34,2,83.18,44.52,84.43,92.38,2.41,2.0,4.0,83.21,Low Risk
STU-11256309,2,83.96,99.0,33.21,56.2,2.72,9.0,5.0,46.5,Medium Risk
STU-B192AB24,4,98.2,74.5,31.09,46.07,3.14,1.0,3.0,75.01,Low Risk
STU-1C6834EC,1,47.36,44.4,83.79,29.59,2.57,2.0,0.0,91.93,Low Risk
STU-7541D5DC,1,42.99,46.33,30.7,23.01,1.3,2.0,6.0,61.19,High Risk
STU-B16F88C6,1,44.02,54.77,57.8,81.26,2.06,8.0,4.0,70.53,High Risk
STU-9E223B26,1,47.01,69.74,33.82,21.51,1.14,2.0,4.0,74.53,High Risk
STU-A155671E,2,69.35,91.84,47.14,45.46,3.01,8.0,3.0,96.74,Medium Risk
STU-3B530893,2,98.39,35.86,87.54,46.83,2.01,3.0,6.0,50.7,High Risk
STU-0B7A18BB,1,73.31,26.75,90.77,69.8,3.22,0.0,1.0,62.53,Low Risk
STU-4F12CF7D,1,68.97,52.46,99.72,35.07,2.29,7.0,2.0,54.71,Medium Risk
STU-62B8B822,3,78.77,39.64,95.23,85.44,1.14,9.0,6.0,41.83,High Risk
STU-7192CC19,3,39.81,66.08,72.06,28.67,2.14,4.0,0.0,95.16,Low Risk
STU-A29194D6,4,88.0,75.94,51.7,81.02,1.66,1.0,0.0,56.6,Low Risk
STU-91B938F7,4,77.05,44.86,19.9,86.48,1.64,8.0,1.0,94.11,Medium Risk
STU-51E6C41C,4,46.13,74.84,66.69,27.39,2.13,6.0,3.0,99.24,Medium Risk
STU-4C6D723D,4,76.0,47.45,32.91,82.85,3.93,5.0,0.0,87.86,Low Risk
STU-D988FD6B,3,73.75,70.8,87.26,74.24,3.88,1.0,2.0,29.04,Low Risk
STU-0FA49C19,1,39.22,70.64,61.66,88.69,3.41,5.0,1.0,18.27,Low Risk
STU-70A2D27F,3,52.35,42.25,77.35,55.9,1.74,6.0,6.0,61.02,High Risk
STU-D4FC0A20,1,60.41,70.86,72.25,31.05,3.29,4.0,4.0,60.74,Medium Risk
STU-2A9B1632,4,50.92,50.48,44.52,92.08,1.05,4.0,2.0,66.41,Medium Risk
STU-6AEDCA34,2,50.81,46.92,79.52,81.1,1.17,3.0,5.0,19.85,Medium Risk
STU-6CE59430,3,72.24,43.14,86.69,11.89,3.51,9.0,3.0,39.61,Medium Risk
STU-2F5C6D66,1,65.61,47.65,78.25,94.55,2.69,0.0,3.0,57.25,Low Risk
STU-6BF3AABB,2,78.37,82.94,81.03,95.37,2.12,9.0,1.0,58.72,Low Risk
STU-B56621C9,2,97.17,39.61,45.6,41.98,3.22,6.0,4.0,95.46,Medium Risk
STU-BF50157D,2,77.94,74.56,95.21,10.9,1.34,2.0,5.0,97.07,Medium Risk
STU-05493E9F,2,72.84,92.05,51.09,59.73,1.86,4.0,4.0,90.61,Medium Risk
STU-8F36A4BF,1,90.09,48.03,91.25,92.23,3.18,7.0,6.0,36.28,Medium Risk
STU-36940E02,2,76.08,22.36,87.91,21.2,1.62,1.0,5.0,69.48,Medium Risk
STU-25A29CE5,2,45.76,21.97,25.57,63.15,2.8,3.0,1.0,38.3,Medium Risk
STU-FE1473A6,4,55.46,31.16,97.13,75.86,2.34,8.0,1.0,95.8,Medium Risk
STU-1B924401,2,82.67,28.8,99.69,22.12,1.61,1.0,5.0,58.02,Medium Risk
STU-C6AA343E,2,82.99,79.85,66.52,56.19,3.67,7.0,1.0,85.41,Low Risk
STU-8C57A069,4,99.16,43.59,81.56,17.99,2.31,8.0,5.0,48.41,High Risk
STU-5762064B,3,75.75,72.2,94.36,60.23,2.8,2.0,6.0,47.43,Medium Risk
STU-30566D75,2,93.47,23.4,16.7,49.79,1.76,4.0,6.0,17.86,High Risk
STU-26C9591F,2,38.55,43.66,94.05,33.82,2.04,3.0,6.0,54.06,High Risk
STU-EA87C294,4,71.8,38.73,68.33,86.78,1.15,9.0,4.0,69.71,High Risk
STU-CBACD7A6,2,94.79,42.15,85.42,44.36,2.45,9.0,3.0,26.04,High Risk
STU-8635F6A5,2,53.67,35.26,60.96,72.98,2.03,7.0,3.0,30.71,High Risk
STU-47A2299B,3,45.07,69.43,60.1,81.16,1.99,7.0,2.0,97.59,Medium Risk
STU-65529CD2,1,57.78,73.01,91.29,26.08,3.67,4.0,5.0,77.19,Low Risk
STU-2AC664CF,4,86.5,31.88,58.14,20.72,3.11,4.0,3.0,92.23,Medium Risk
STU-7506FC5D,2,40.51,79.29,55.1,10.71,2.37,0.0,1.0,55.47,Medium Risk
STU-CBAEA4C5,3,74.02,40.0,66.7,37.52,1.59,4.0,2.0,30.23,Medium Risk
STU-7D53997E,3,43.82,42.63,59.08,83.44,3.92,0.0,5.0,29.14,Low Risk
STU-90AC39C0,1,63.31,86.3,52.93,79.55,1.22,3.0,7.0,61.04,Medium Risk
STU-FA50733B,4,97.79,92.09,30.34,88.46,1.41,6.0,7.0,75.81,High Risk
STU-22DBDFE5,4,47.68,85.98,48.78,78.45,1.81,1.0,7.0,92.85,Medium Risk
STU-83993862,2,37.21,31.82,38.97,12.16,3.86,0.0,0.0,49.61,Low Risk
STU-252C48DD,4,62.77,99.94,49.04,44.7,1.84,1.0,6.0,42.67,Medium Risk
STU-5141B38D,1,72.55,73.77,65.42,10.53,2.47,6.0,7.0,94.47,Medium Risk
STU-4653F9C8,4,54.34,60.85,66.75,13.24,3.28,2.0,4.0,53.56,Medium Risk
STU-8766986B,2,70.21,96.39,35.29,53.07,3.79,4.0,2.0,59.24,Low Risk
STU-6C869AC7,2,96.97,85.39,22.18,42.4,2.82,0.0,5.0,53.18,Medium Risk
STU-97F0500E,1,55.27,75.34,78.28,60.27,2.15,9.0,7.0,80.3,High Risk
STU-54475E53,2,55.11,87.07,59.93,15.95,3.96,9.0,0.0,21.05,Medium Risk
STU-35AE8EC7,1,66.38,50.84,52.58,62.95,1.08,9.0,1.0,86.09,Medium Risk
STU-57440148,4,68.5,74.76,26.02,15.85,3.5,7.0,3.0,48.31,Medium Risk
STU-198B9324,4,35.09,35.25,50.25,48.13,1.83,3.0,3.0,97.1,High Risk
STU-B61B952F,1,75.03,99.04,84.54,41.71,3.45,9.0,2.0,40.54,Medium Risk
STU-2BCCBC38,1,99.83,67.12,64.42,30.16,1.49,1.0,5.0,54.97,Medium Risk
STU-30F58CE9,4,53.98,85.14,22.73,38.08,2.04,7.0,0.0,50.9,Medium Risk
STU-E464F439,2,76.0,52.59,43.24,10.05,1.17,9.0,7.0,83.12,High Risk
STU-24630652,1,35.3,80.69,98.28,39.17,1.6,4.0,3.0,72.08,Medium Risk
STU-2C8A9996,2,74.28,50.99,61.28,17.06,2.81,1.0,6.0,69.98,Medium Risk
STU-EDAF7846,2,64.06,67.2,39.34,92.92,3.28,8.0,6.0,75.72,Medium Risk
STU-9607899E,1,69.47,82.25,92.64,16.69,3.73,5.0,5.0,96.52,Medium Risk
STU-EB14EA7D,3,70.35,29.32,43.56,95.78,1.36,7.0,1.0,55.63,Medium Risk
STU-B957E200,3,46.5,48.54,77.04,54.23,1.42,1.0,0.0,70.39,Medium Risk
STU-830894A2,1,85.05,63.59,27.51,56.19,3.82,4.0,0.0,73.13,Low Risk
STU-DE68D976,4,71.11,46.72,28.3,80.93,3.3,2.0,3.0,87.85,Low Risk
STU-C25346E0,3,52.56,44.73,62.71,72.58,2.62,7.0,2.0,39.5,Medium Risk
STU-6BD3C0FE,1,95.93,42.53,35.38,31.34,2.43,0.0,2.0,83.54,Low Risk
STU-96B966A4,1,35.83,38.22,19.19,12.29,1.47,8.0,2.0,57.44,High Risk
STU-34951061,1,82.19,87.91,93.75,80.06,2.14,5.0,3.0,16.37,Medium Risk
STU-096D5902,2,59.78,93.9,19.76,21.68,2.12,0.0,4.0,28.01,Medium Risk
STU-B448A4B2,1,68.97,76.01,75.98,63.85,2.95,2.0,1.0,86.35,Low Risk
STU-5C6EC48B,2,53.95,22.4,43.3,94.84,2.8,7.0,1.0,37.8,Medium Risk
STU-31A59B08,1,55.88,82.9,94.35,59.45,1.18,7.0,2.0,40.24,Medium Risk
STU-55837E15,3,35.99,62.56,98.81,35.7,3.55,2.0,2.0,77.49,Low Risk
STU-05F9FE1F,3,82.44,80.65,43.51,26.09,3.81,9.0,1.0,73.3,Medium Risk
STU-5A4AA606,2,81.2,54.99,65.24,12.43,3.34,7.0,6.0,53.28,Medium Risk
STU-96A26C46,3,77.53,23.3,80.7,66.09,1.54,5.0,3.0,77.06,Medium Risk
STU-DEC9968B,4,92.07,74.54,25.49,60.22,1.52,6.0,7.0,66.88,High Risk
STU-A209841C,3,93.58,55.53,75.3,51.56,3.18,1.0,6.0,30.56,Medium Risk
STU-B50B89EE,2,71.17,89.92,92.03,27.44,2.32,0.0,0.0,38.53,Low Risk
STU-8B07A4E1,2,79.51,79.05,30.17,31.3,3.34,0.0,7.0,20.46,Medium Risk
STU-6A822522,4,35.71,48.76,86.29,96.27,1.23,2.0,1.0,71.23,Low Risk
STU-5C8D058B,1,90.01,77.93,24.83,11.84,3.15,6.0,1.0,19.71,Low Risk
STU-65A1AC7F,2,88.07,59.62,63.31,42.71,2.27,8.0,0.0,78.13,Medium Risk
STU-7CB97B95,3,36.32,35.96,43.85,13.49,1.09,1.0,0.0,60.29,Medium Risk
STU-C04C4C18,3,70.28,53.59,55.1,27.24,2.64,5.0,4.0,52.3,Medium Risk
STU-4A95CB9C,3,93.93,37.8,40.55,93.98,3.1,7.0,7.0,65.73,High Risk
STU-1E595114,2,46.79,20.4,37.15,23.46,2.58,8.0,5.0,67.66,High Risk
STU-8E1F1299,1,57.92,39.74,78.17,64.07,1.37,9.0,1.0,64.68,Medium Risk
STU-DD48E5E9,4,56.52,36.76,33.96,41.23,3.45,2.0,0.0,75.63,Low Risk
STU-A6DA9705,1,58.14,20.35,49.72,66.97,1.95,4.0,5.0,69.07,Medium Risk
